bairro;mun;qt_den 
PEDRERA;QUEIMADOS;1;
VOLBARIOSA;QUEIMADOS;1;
ELDORADOS;QUEIMADOS;1;
SANTO EUGENIA;QUEIMADOS;7;
FOCHEM;QUEIMADOS;1;
GLORIA DO;QUEIMADOS;29;
CRUZEIRO;QUEIMADOS;3;
DO CARMO;QUEIMADOS;8;
VALDAIROSA;QUEIMADOS;1;
GRAJAU;QUEIMADOS;1;
JFONTE;QUEIMADOS;13;
BELA VISTA;QUEIMADOS;5;
AUSTIN;QUEIMADOS;21;
SAO MANOEL;QUEIMADOS;3;
CHATUBA;QUEIMADOS;1;
CACUIA;QUEIMADOS;25;
RIO D'OURO;QUEIMADOS;3;
NOVA ATLANTICA;QUEIMADOS;21;
DOM BOSCO;QUEIMADOS;5;
DELAMARE;QUEIMADOS;1;
FATIMA;QUEIMADOS;4;
CENTRO;QUEIMADOS;283;
BELMOMTE;QUEIMADOS;1;
VILA AUREA;QUEIMADOS;2;
CONFIDENCIA;QUEIMADOS;5;
PORTEIRA;QUEIMADOS;13;
NOSSA SENHORA DA GLORIA;QUEIMADOS;278;
COMENDADOR SOARES;QUEIMADOS;4;
VILA SAO JOSE;QUEIMADOS;8;
SANCHEN;QUEIMADOS;1;
SANCHEM;QUEIMADOS;2;
CONFIDENTE;QUEIMADOS;1;
VILA SAO JOAO;QUEIMADOS;15;
TINGUA;QUEIMADOS;2;
PARQUE SANTA EUGENIA;QUEIMADOS;92;
CAMPO DA BANHA;QUEIMADOS;38;
VILA APOLO;QUEIMADOS;15;
PENAPOLIS;QUEIMADOS;1;
SIAG;QUEIMADOS;35;
SAO BARTOLOMEU;QUEIMADOS;3;
ESPERANCA;QUEIMADOS;5;
FANCHEN;QUEIMADOS;23;
FANCHEM;QUEIMADOS;13;
TRES FONTES;QUEIMADOS;12;
SION;QUEIMADOS;21;
ELDORADO;QUEIMADOS;25;
SANTA ROSA;QUEIMADOS;46;
CIVILIZACAO;QUEIMADOS;28;
JARDIM SAO MIGUEL;QUEIMADOS;22;
LARANJAL;QUEIMADOS;1;
ZENITE;QUEIMADOS;2;
FLESMAM;QUEIMADOS;37;
VILA CAMARIM;QUEIMADOS;14;
RIO DO OURO;QUEIMADOS;4;
SAO ROQUE;QUEIMADOS;7;
VILA SAO MICHEL;QUEIMADOS;18;
INCONFIDENFIA;QUEIMADOS;1;
ENGENHEIRO PEDREIRA;QUEIMADOS;3;
PARAISO;QUEIMADOS;73;
GUARANI;QUEIMADOS;26;
COZIQUE;QUEIMADOS;1;
PACAEMBU;QUEIMADOS;27;
COPACABANA;QUEIMADOS;10;
CIDADE JARDIM CABUCU;QUEIMADOS;135;
EL DOURADO;QUEIMADOS;3;
DELAMARIS;QUEIMADOS;1;
VILA SAO FRANCISCO;QUEIMADOS;94;
VALE OURO;QUEIMADOS;6;
EURICO MIRANDA;QUEIMADOS;3;
GRANJA ROSALINA;QUEIMADOS;33;
SIMAO;QUEIMADOS;8;
MESANXIM;QUEIMADOS;1;
JARDIM DA PONTE;QUEIMADOS;1;
CENTGRO;QUEIMADOS;1;
MARAPICU;QUEIMADOS;44;
CAMORIM;QUEIMADOS;3;
PARQUE SAO MARCELO;QUEIMADOS;14;
DELAMARES;QUEIMADOS;2;
PONTE PRETA;QUEIMADOS;13;
ALONSO;QUEIMADOS;1;
INCOFIDENTE;QUEIMADOS;1;
ALIANCA;QUEIMADOS;50;
RONCADOR;QUEIMADOS;29;
SANTO ENPEDITO;QUEIMADOS;1;
JARDIM MARAJOARA;QUEIMADOS;1;
IMBARIE;QUEIMADOS;1;
PALHADA;QUEIMADOS;37;
NOVA CIDADE;QUEIMADOS;23;
LADEIRA;CAJARI;1;
FRATERNIDADE;NOVA IGUACU;2;
PARQUE SAO VICENTE DE PAULO;NOVA IGUACU;128;
AEROCLUBE;NOVA IGUACU;13;
TRES MARIA;NOVA IGUACU;1;
PIONEIRO;NOVA IGUACU;19;
LISBOA;NOVA IGUACU;15;
ROSA DOS VENTOS;NOVA IGUACU;451;
TENDA MIRIM;NOVA IGUACU;2;
ILMA;NOVA IGUACU;4;
INDEPENDENCIA;NOVA IGUACU;39;
AIMORE;NOVA IGUACU;3;
FIGUEIRA;NOVA IGUACU;10;
PARQUE TODOS OS SANTOS;NOVA IGUACU;15;
TODOS OS SANTOS;NOVA IGUACU;1;
SAO FRANCISCO DE PAULA;NOVA IGUACU;118;
BAIXO GUANDU;NOVA IGUACU;76;
CHIQUE;NOVA IGUACU;94;
PRADOS VERDES;NOVA IGUACU;148;
SAO GABRIEL;NOVA IGUACU;40;
OLIVEIRA;NOVA IGUACU;63;
DOUTOR BURGUETI;NOVA IGUACU;1;
SAO GERALDO;NOVA IGUACU;37;
OLARIA;NOVA IGUACU;2;
COMENDADOR  SOARES;NOVA IGUACU;68;
SANTA CECILIA;NOVA IGUACU;11;
DOUTOR BURGUETE;NOVA IGUACU;2;
GRANPARA;NOVA IGUACU;135;
POSSE;NOVA IGUACU;453;
CANAA;NOVA IGUACU;1;
HIOLANDA;NOVA IGUACU;1;
PARQUE JENECIANO LUZ;NOVA IGUACU;1;
CAUIA;NOVA IGUACU;1;
GUARANI;NOVA IGUACU;8;
VILA PALMEIRAS;NOVA IGUACU;30;
ESSOLANDIA;NOVA IGUACU;2;
IPRIRANGA;NOVA IGUACU;1;
NOVA BRASILIA;NOVA IGUACU;23;
VILA VERDE;NOVA IGUACU;55;
PIAM;NOVA IGUACU;1;
INDUSTRIAL;NOVA IGUACU;1;
RICHAO;NOVA IGUACU;1;
SAO LUIZ GONZAGA;NOVA IGUACU;81;
VILA SAO TEODORO;NOVA IGUACU;107;
MARCO DOIS;NOVA IGUACU;3;
ENGENHO PEQUENO;NOVA IGUACU;23;
RIACAO;NOVA IGUACU;1;
JARDIM PALMARES;NOVA IGUACU;387;
VILA OPERARIA;NOVA IGUACU;26;
CARMARY;NOVA IGUACU;1;
IMPERADOR;NOVA IGUACU;73;
HITERLAND;NOVA IGUACU;2;
CANTAO;NOVA IGUACU;1;
TALHADA;NOVA IGUACU;1;
CERAMCA;NOVA IGUACU;1;
GRAO PANA;NOVA IGUACU;1;
COREIA;NOVA IGUACU;1;
CAIOABAS;NOVA IGUACU;74;
NAZARE;NOVA IGUACU;4;
AMBAI;NOVA IGUACU;415;
SACOPA;NOVA IGUACU;6;
JARDIM GUANDU;NOVA IGUACU;135;
NOVA AMERICA;NOVA IGUACU;128;
CAHTUBA;NOVA IGUACU;1;
MARIA DA LUZ;NOVA IGUACU;32;
RIACAHAO;NOVA IGUACU;1;
ITAIPU;NOVA IGUACU;2;
OCIDENTAL;NOVA IGUACU;4;
JARDIM BELO HORIZONTE;NOVA IGUACU;40;
TRES MARIAS;NOVA IGUACU;9;
PARQUE ENGENHO PEQUENO;NOVA IGUACU;133;
SANTOS NEVES;NOVA IGUACU;65;
MIGUEL COUTO;NOVA IGUACU;689;
BARRERA;NOVA IGUACU;1;
QUEIMADOS;NOVA IGUACU;1;
CONJUNTO GRAN PARA;NOVA IGUACU;1;
MICHEL;NOVA IGUACU;1;
LAFAIETE;NOVA IGUACU;7;
ANDRADE DE ARUJO;NOVA IGUACU;2;
VILA BORGUETI;NOVA IGUACU;1;
PANTANAL;NOVA IGUACU;69;
ASUTIN;NOVA IGUACU;1;
BANDEIRANTE;NOVA IGUACU;3;
LUDIVANIA;NOVA IGUACU;1;
RODILVANIA;NOVA IGUACU;5;
AREAL;NOVA IGUACU;1;
FLORESTA;NOVA IGUACU;229;
PALMARES;NOVA IGUACU;56;
PORTO ROSA;NOVA IGUACU;2;
SHANGRILA ROSA;NOVA IGUACU;2;
CONJ BOA ESPERANCA;NOVA IGUACU;1;
LUIZ GONZAGA;NOVA IGUACU;1;
CHAVASCAL;NOVA IGUACU;4;
SANTA CLARA DO GUANDU;NOVA IGUACU;20;
OURO FINO;NOVA IGUACU;2;
RECREIO ITAPOA;NOVA IGUACU;28;
INCONFIDENCIA;NOVA IGUACU;2;
NOVA ERA;NOVA IGUACU;13;
ENGENHEIRO ROCHA FREIRE;NOVA IGUACU;23;
PARQUE AMBAI;NOVA IGUACU;89;
CAROLINA;NOVA IGUACU;60;
CARVARI;NOVA IGUACU;1;
BERNARDO KELNER;NOVA IGUACU;29;
ADEANOPLES;NOVA IGUACU;1;
TRES CORACOES;NOVA IGUACU;6;
FORTE;NOVA IGUACU;1;
BOTAFOGO;NOVA IGUACU;402;
ROSARIO;NOVA IGUACU;7;
SAO JOSE;NOVA IGUACU;48;
PALHARES;NOVA IGUACU;1;
CARMARIM;NOVA IGUACU;2;
PARAPICU;NOVA IGUACU;1;
DEZESSETE DE MAIO;NOVA IGUACU;1;
GETULIO CABRAL;NOVA IGUACU;2;
GRAO PARA;NOVA IGUACU;48;
OURO VERDE;NOVA IGUACU;11;
GRANJA;NOVA IGUACU;2;
CABUC;NOVA IGUACU;1;
PARQUE MARIA DA FONTE;NOVA IGUACU;22;
IOLANDA;NOVA IGUACU;325;
IPIRAGANGA;NOVA IGUACU;1;
DIANA;NOVA IGUACU;6;
AUTIN;NOVA IGUACU;4;
FIQUEIRA;NOVA IGUACU;1;
OURO PRETO;NOVA IGUACU;189;
COLUMBIA;NOVA IGUACU;1;
PRESIDENTE JUSCELINO;NOVA IGUACU;260;
VILA SAO JORGE;NOVA IGUACU;17;
CONJUNTO RESIDENCIAL REDENCAO;NOVA IGUACU;35;
NIGUACU;NOVA IGUACU;5;
MARAPICUI;NOVA IGUACU;650;
RANCHO  NOVO;NOVA IGUACU;14;
EMANUELE;NOVA IGUACU;1;
BOACU;NOVA IGUACU;2;
GRAO-PARA;NOVA IGUACU;4;
PALHDA;NOVA IGUACU;1;
PALAHADA;NOVA IGUACU;1;
MORRO AGUDO;NOVA IGUACU;1148;
BELO HORIZONTE;NOVA IGUACU;1;
JURITI;NOVA IGUACU;40;
K-ONZE;NOVA IGUACU;6;
JARDIM MONTE CASTELO;NOVA IGUACU;38;
JARDIM MATO GROSSO;NOVA IGUACU;53;
JACERUBA;NOVA IGUACU;9;
COSTA SOBRINHO;NOVA IGUACU;1;
LUZ;NOVA IGUACU;147;
MARAMBAIA;NOVA IGUACU;3;
DEL REI;NOVA IGUACU;1;
IGUACU VELHO;NOVA IGUACU;19;
SANTA RITA;NOVA IGUACU;233;
PARQUE IMPERIAL;NOVA IGUACU;28;
SAO JORGE;NOVA IGUACU;273;
TINGUAZINHO;NOVA IGUACU;70;
TRIANGULO;NOVA IGUACU;5;
JARDIM SAO JOAO;NOVA IGUACU;34;
VALVERDE;NOVA IGUACU;77;
K-11;NOVA IGUACU;89;
MAURICIO DANON;NOVA IGUACU;1;
IPIRANGA;NOVA IGUACU;182;
CHACRINHA;NOVA IGUACU;65;
OLIMPICO DOIS;NOVA IGUACU;1;
CAMARIM;NOVA IGUACU;5;
CAMPO BELO;NOVA IGUACU;87;
VILA BELGA;NOVA IGUACU;51;
BHN;NOVA IGUACU;1;
JUCELINO;NOVA IGUACU;3;
AUSTIN;NOVA IGUACU;1889;
AUSTIM;NOVA IGUACU;37;
SILVANIA;NOVA IGUACU;36;
METROPOLE;NOVA IGUACU;82;
CERAMICA;NOVA IGUACU;524;
YPIRANGA;NOVA IGUACU;3;
CALIFORNIA;NOVA IGUACU;173;
GRAMA;NOVA IGUACU;61;
PINDAMIRIM;NOVA IGUACU;1;
VAZ MARTINS;NOVA IGUACU;3;
BORGUETE;NOVA IGUACU;1;
POTIGUARA;NOVA IGUACU;1;
VILA SAO DOMINGOS;NOVA IGUACU;29;
COBREX BAIXADA FLUMINENSE;NOVA IGUACU;56;
RANCHO FUNDO;NOVA IGUACU;16;
IZA;NOVA IGUACU;1;
AYMORE;NOVA IGUACU;1;
RIO DE JANEIROALINCA;NOVA IGUACU;1;
PALMERINHA;NOVA IGUACU;1;
PIABAS;NOVA IGUACU;1;
MARGARIDA;NOVA IGUACU;18;
LAGOINHAS;NOVA IGUACU;259;
FIGUEIRAS;NOVA IGUACU;144;
CABACU;NOVA IGUACU;1;
SAO BENETIDO;NOVA IGUACU;1;
PARQUE OLINTO;NOVA IGUACU;1;
JARDIM LARANJEIRAS;NOVA IGUACU;27;
BANDEIRANTES;NOVA IGUACU;10;
ALAGOINHA;NOVA IGUACU;2;
CRUZEIRO DO SUL;NOVA IGUACU;20;
ANTONIO CARLOS;NOVA IGUACU;1;
MANGEUIRA;NOVA IGUACU;2;
CITROPOLIS;NOVA IGUACU;1;
PILAR;NOVA IGUACU;1;
SOBRAL;NOVA IGUACU;1;
MONTE SOL;NOVA IGUACU;2;
CAICARA;NOVA IGUACU;6;
BURITI;NOVA IGUACU;1;
SAO CARLOS;NOVA IGUACU;17;
GUARARAPES;NOVA IGUACU;6;
VILA DE CAVA;NOVA IGUACU;349;
BELTERRA;NOVA IGUACU;54;
PATANAL;NOVA IGUACU;1;
MARIOPOLIS;NOVA IGUACU;2;
COJUNTO DO PANTANAL;NOVA IGUACU;2;
NOVA ATLANTIDA;NOVA IGUACU;5;
TIRANDENTES;NOVA IGUACU;2;
ANDRADE ARAUJO;NOVA IGUACU;85;
BVISTA;NOVA IGUACU;226;
JACUTINGA;NOVA IGUACU;20;
JERUSALEM;NOVA IGUACU;3;
FUTURISTA;NOVA IGUACU;2;
ROSILANDIA;NOVA IGUACU;2;
SANTA EUGENIA;NOVA IGUACU;116;
MARIPICU;NOVA IGUACU;3;
JARDIM TROPICAL;NOVA IGUACU;82;
PRACA DO  BATUTA;NOVA IGUACU;2;
ROSELANDIA;NOVA IGUACU;1;
AIUSTIN;NOVA IGUACU;1;
BOA ESPERANCA;NOVA IGUACU;93;
SETE DE OURO;NOVA IGUACU;1;
GRAJAU;NOVA IGUACU;42;
ALIANA;NOVA IGUACU;1;
GERARD DANON;NOVA IGUACU;2;
PARQUE TRES CORACOES;NOVA IGUACU;42;
CAIOBA;NOVA IGUACU;2;
JARDIM AIMORE;NOVA IGUACU;45;
JUBI;NOVA IGUACU;1;
PRIMAVERA;NOVA IGUACU;1;
PALHADAS;NOVA IGUACU;584;
VILA SACRA FAMILIA;NOVA IGUACU;58;
VILA BETE;NOVA IGUACU;3;
VIGA;NOVA IGUACU;4;
TRES CAMPOS;NOVA IGUACU;2;
K11;NOVA IGUACU;13;
URUCANIA;NOVA IGUACU;1;
CHATUBA;NOVA IGUACU;11;
CACUIA;NOVA IGUACU;68;
AREIA BRANCA;NOVA IGUACU;1;
RIACHAO;NOVA IGUACU;108;
MONTE CASTELO;NOVA IGUACU;52;
JDPARAISO;NOVA IGUACU;835;
PRATA;NOVA IGUACU;132;
RODIVANIA;NOVA IGUACU;4;
NOVA ATLANTICA;NOVA IGUACU;28;
ESPLANADA;NOVA IGUACU;2;
DOM BOSCO;NOVA IGUACU;91;
MARAPICUNA;NOVA IGUACU;1;
CARMARI;NOVA IGUACU;56;
COSMORAMA;NOVA IGUACU;1;
BOAVENTURA;NOVA IGUACU;5;
BELMONTE;NOVA IGUACU;10;
CENTRO;NOVA IGUACU;1074;
CABOCU;NOVA IGUACU;2;
ALVAREZ;NOVA IGUACU;31;
CURUMBA;NOVA IGUACU;2;
MARAPICO;NOVA IGUACU;1;
PONTO CHIC;NOVA IGUACU;6;
CONFIDENCIA;NOVA IGUACU;1;
CAMPO  ALEGRE;NOVA IGUACU;12;
NOVO JARDIM PARAISO;NOVA IGUACU;15;
PARAISO (DOIS);NOVA IGUACU;249;
JOSE BULHOES;NOVA IGUACU;21;
COMENDADOR SOARES;NOVA IGUACU;596;
DA LUZ;NOVA IGUACU;5;
PAIOL;NOVA IGUACU;1;
MOQUETA;NOVA IGUACU;165;
ARGENTA;NOVA IGUACU;12;
SHANGRILLA;NOVA IGUACU;1;
PARQUE SAO FRANCISCO DE PAULA;NOVA IGUACU;275;
BRASIL;NOVA IGUACU;15;
MARILEIA;NOVA IGUACU;11;
ADRIANOPOLIS;NOVA IGUACU;38;
VILA TRES CORACOES;NOVA IGUACU;30;
NOVA LUZ;NOVA IGUACU;22;
TINGA;NOVA IGUACU;1;
SAO LUIS;NOVA IGUACU;3;
SAO BENEDITO;NOVA IGUACU;115;
CENTENARIO;NOVA IGUACU;7;
GUANDU;NOVA IGUACU;2;
MALOCA;NOVA IGUACU;3;
GRAMPARA;NOVA IGUACU;7;
JARDIM RIACHAO;NOVA IGUACU;14;
RECREIO PACO DA MARAMBAIA;NOVA IGUACU;39;
IMPERIAL;NOVA IGUACU;3;
PRADOS VERES;NOVA IGUACU;1;
BOM JESUS;NOVA IGUACU;32;
ESPERANCA;NOVA IGUACU;1;
JARDIM MARILICE;NOVA IGUACU;89;
KENNEDY;NOVA IGUACU;16;
PALMEIRAS;NOVA IGUACU;118;
MANGUEIRA;NOVA IGUACU;36;
PEIXOTO;NOVA IGUACU;16;
TRES FONTES;NOVA IGUACU;1;
AMABAI;NOVA IGUACU;3;
CITROLANDIA;NOVA IGUACU;1;
TIRADENTES;NOVA IGUACU;14;
RANCHO NOVO;NOVA IGUACU;19;
MARAPIQUA;NOVA IGUACU;1;
RODILANDIA;NOVA IGUACU;27;
CIVILIZACAO;NOVA IGUACU;5;
QUARTO CENTENARIO;NOVA IGUACU;1;
MAIO;NOVA IGUACU;7;
BAIXADA;NOVA IGUACU;1;
LARANJEIRAS;NOVA IGUACU;2;
JARDIM PARQUE ESTORIL;NOVA IGUACU;99;
PARQUE BOA VENTURA;NOVA IGUACU;23;
MESQUITA;NOVA IGUACU;146;
TINGUASINHO;NOVA IGUACU;1;
METROPOLITANO;NOVA IGUACU;11;
MARAPUCU;NOVA IGUACU;1;
PARQUE FLORA;NOVA IGUACU;323;
FABRICA DE POLVORA;NOVA IGUACU;102;
COALHADA;NOVA IGUACU;1;
BAIRRO DA LUZ;NOVA IGUACU;1;
AMARAL;NOVA IGUACU;2;
KM-32;NOVA IGUACU;3;
CORUMBA;NOVA IGUACU;41;
COPACABANA;NOVA IGUACU;1;
SANTIAGO;NOVA IGUACU;1;
DONA NELI;NOVA IGUACU;44;
PONTO CHIQUE;NOVA IGUACU;23;
DOZE DE OUTUBRO;NOVA IGUACU;3;
JUSCELINO;NOVA IGUACU;5;
CARLOS SAMPAIO;NOVA IGUACU;3;
PIRAMIDE;NOVA IGUACU;1;
DANOM;NOVA IGUACU;1;
DANON;NOVA IGUACU;610;
MARILEA;NOVA IGUACU;1;
IDA;NOVA IGUACU;1;
CABUCU;NOVA IGUACU;679;
CARMERIM;NOVA IGUACU;1;
JARDIM IGUACU;NOVA IGUACU;150;
MAPARICU;NOVA IGUACU;1;
NOSSA SENHORA DAS GRACAS;NOVA IGUACU;13;
JARDIM SANTA RITA;NOVA IGUACU;77;
PARQUE SAO CARLOS;NOVA IGUACU;209;
PINHEIRO;NOVA IGUACU;1;
QUARTEIS;NOVA IGUACU;1;
TANCREDO NEVES;NOVA IGUACU;26;
AUTODROMO;NOVA IGUACU;92;
MARATUCU;NOVA IGUACU;1;
GOUACHE;NOVA IGUACU;1;
CAONZE;NOVA IGUACU;3;
JARDIM AYMORE;NOVA IGUACU;14;
CONJUNTO IGUACU;NOVA IGUACU;2;
JARDIM NOVA ERA;NOVA IGUACU;1448;
VILA MARINA;NOVA IGUACU;20;
TAIOBA;NOVA IGUACU;1;
IPYRANGA;NOVA IGUACU;1;
MIRAPICU;NOVA IGUACU;1;
ROSA DE JESUS;NOVA IGUACU;5;
ALIANCA;NOVA IGUACU;112;
GENECIANO;NOVA IGUACU;2;
GUAXA;NOVA IGUACU;4;
AFONSO CELSO;NOVA IGUACU;58;
LUZ DA;NOVA IGUACU;1;
PARQUE SAO FRANCISO;NOVA IGUACU;4;
BELGA;NOVA IGUACU;5;
JARDIM SANTA EUGENIA;NOVA IGUACU;35;
PIMPINELA;NOVA IGUACU;1;
JARDIM ROMA;NOVA IGUACU;28;
PACIFICO;NOVA IGUACU;1;
CUITE MAMANGUAPE;MARI;1;
NOVO HORIZONTE;ARARUAMA;29;
PARQUE NOVO HORIZONTE;ARARUAMA;6;
LIMAO;ARARUAMA;10;
COQUEIRAL;ARARUAMA;23;
LAGORAMA;ARARUAMA;1;
AVAI;ARARUAMA;1;
BACAXA;ARARUAMA;1;
MUTIRAO;ARARUAMA;9;
FAZENDINHA;ARARUAMA;51;
AREAL;ARARUAMA;43;
PONTINHA;ARARUAMA;12;
PARQUE AREAL;ARARUAMA;2;
PARQUE DOS COQUEIROS;ARARUAMA;1;
IGUABINHA;ARARUAMA;37;
MULTIRAO;ARARUAMA;4;
ITATIQUARA;ARARUAMA;9;
IGUABA GRANDE;ARARUAMA;1;
ALVES BRANCO;ARARUAMA;2;
PARATY;ARARUAMA;5;
ITAUNA;ARARUAMA;2;
PERNAMBUCA;ARARUAMA;2;
PERNAMBUCO;ARARUAMA;1;
PARATI;ARARUAMA;24;
CLUBE DOS ENGENHEIROS;ARARUAMA;9;
VILA CANAN;ARARUAMA;1;
BANANEIRAS;ARARUAMA;46;
VILA CANAA;ARARUAMA;6;
TRES VENDAS;ARARUAMA;2;
REDAME;ARARUAMA;1;
VIADUTO;ARARUAMA;8;
MAMBUCABA;ARARUAMA;1;
MATARUNA;ARARUAMA;10;
ITATIGUARA;ARARUAMA;1;
TATIQUARA;ARARUAMA;1;
NOSSA SENHORA DE NAZARE;ARARUAMA;3;
PORTELINHA;ARARUAMA;2;
BEIRA RIO;ARARUAMA;3;
SAO VICENTE DE PAULO;ARARUAMA;2;
ITATICOARA;ARARUAMA;1;
PARQUE MATARUNA;ARARUAMA;40;
QUINZE DE NOVEMBRO;ARARUAMA;2;
BANQUEIROS;ARARUAMA;1;
CENTRO;ARARUAMA;58;
BARBUDO;ARARUAMA;1;
FONTE LIMPA;ARARUAMA;2;
PONTO DOS REIS;ARARUAMA;2;
BOA TERRA;ARARUAMA;1;
BANANAL;ARARUAMA;1;
VILA CAPRI;ARARUAMA;34;
SAO VICENTE DE PAULA;ARARUAMA;19;
PICADA;ARARUAMA;1;
CERAMICA;ARARUAMA;1;
PRAIA DO HOSPICIO;ARARUAMA;6;
POTE DOS LEITES;ARARUAMA;32;
OLTEIRO;ARARUAMA;1;
BICUIBA;ARARUAMA;1;
AREIAL;ARARUAMA;3;
PRAIA SECA;ARARUAMA;22;
MORRO GRANDE;ARARUAMA;8;
BOA PERNA;ARARUAMA;8;
FONTINHA;ARARUAMA;1;
CAPA AZUL;ARARUAMA;1;
GESSILANDIA;ARARUAMA;1;
REGAME;ARARUAMA;2;
OUTEIRO;ARARUAMA;18;
PARACATU;ARARUAMA;2;
RIO DE LIMAO;ARARUAMA;17;
BANANEIRA PARATI;ARARUAMA;1;
ENGENHO GRANDE;ARARUAMA;10;
MONTEIRO;ARARUAMA;4;
CRUZEIRO DO SUL;ARARUAMA;2;
TRAPICHE;MACEIO;6;
CRUZ DAS ALMAS;MACEIO;1;
ITAOCA;CACHOEIRO DE ITAPEMIRIM;1;
ILHA DA LUZ;CACHOEIRO DE ITAPEMIRIM;3;
SAO LUCAS;CACHOEIRO DE ITAPEMIRIM;1;
GILSON CARONI;CACHOEIRO DE ITAPEMIRIM;1;
SAFRA;CACHOEIRO DE ITAPEMIRIM;1;
CENTRO;CACHOEIRO DE ITAPEMIRIM;1;
SAO LUIZ GONZAGA;CACHOEIRO DE ITAPEMIRIM;1;
BELA VISTA;CACHOEIRO DE ITAPEMIRIM;1;
QUINTAS;NATAL;1;
PAJUCARA 1(UM);NATAL;1;
NOVO HORIZONTE;NILOPOLIS;150;
CHATUBA;NILOPOLIS;687;
PAIOL;NILOPOLIS;11;
MESQUITA;NILOPOLIS;1;
NOSSA SENHORA DE FATIMA;NILOPOLIS;47;
CAMBUIS;NILOPOLIS;2;
MARIOPOLOS;NILOPOLIS;1;
CDOR SOARES;NILOPOLIS;2;
MINAS;NILOPOLIS;2;
FONSECA;NILOPOLIS;1;
POLVORA;NILOPOLIS;1;
FATIMA;NILOPOLIS;4;
CENTO;NILOPOLIS;1;
CABRAL;NILOPOLIS;316;
MANUEL REIS;NILOPOLIS;7;
ANCHIETA;NILOPOLIS;4;
MIRANDELA;NILOPOLIS;1;
OLINDA;NILOPOLIS;1337;
MARAPICU;NILOPOLIS;1;
CENTRO;NILOPOLIS;2985;
MARIOPOLIS;NILOPOLIS;1;
CABUIS;NILOPOLIS;331;
SOARES NEIVA;NILOPOLIS;2;
BARRETO;NILOPOLIS;1;
SAPE;NILOPOLIS;1;
PAIOL POLVORA;NILOPOLIS;342;
NOVO HORIZINTE;NILOPOLIS;2;
PAYOL;NILOPOLIS;1;
NOVA CIDADE;NILOPOLIS;756;
JAQUEIRA;PRESIDENTE KENNEDY;2;
AREINHA;PRESIDENTE KENNEDY;1;
SAO PAULO;PRESIDENTE KENNEDY;1;
JACUNDA;RIO BONITO;1;
TRES COQUEIROS;RIO BONITO;2;
TAMBE;RIO BONITO;1;
CANTEIROS;RIO BONITO;1;
BRACANA;RIO BONITO;1;
CAIXA D'AGUA;RIO BONITO;4;
RIO D'OURO;RIO BONITO;5;
CAIXA DA AGUA;RIO BONITO;6;
CRUZEIRO;RIO BONITO;2;
PARQUE DAS ACACIAS;RIO BONITO;9;
RIO DO OURO;RIO BONITO;11;
CAMPO DO CHICO MOTA;RIO BONITO;2;
MONTEIRO LOBATO;RIO BONITO;3;
COLINA DA PRIMAVERA;RIO BONITO;1;
BMH;RIO BONITO;1;
PARQUE INDIANO;RIO BONITO;4;
BOA ESPERANCA;RIO BONITO;8;
SILVA JARDIM;RIO BONITO;1;
GREEN VALE;RIO BONITO;1;
TANGUA;RIO BONITO;1;
RIO VERMELHO;RIO BONITO;11;
JACUBA;RIO BONITO;1;
LADRAS;RIO BONITO;1;
VICOSA;RIO BONITO;3;
PRACA BERNARDINO LOPES;RIO BONITO;2;
PRACA CRUZEIRO;RIO BONITO;45;
SERRA SANDE;RIO BONITO;2;
MANGUEIRA;RIO BONITO;3;
CENTRO;RIO BONITO;64;
CASTELO;RIO BONITO;1;
CIDADE NOVA;RIO BONITO;13;
BASILIO;RIO BONITO;26;
BNH;RIO BONITO;6;
PAINEIRAS;RIO BONITO;3;
PARQUE ANDREA;RIO BONITO;6;
PARQUE ANDREIA;RIO BONITO;3;
BOQUEIRAO;RIO BONITO;21;
IPE;RIO BONITO;2;
BOSQUE CLUBE BELA VISTA;RIO BONITO;2;
LAVRAS;RIO BONITO;1;
SAMBER;RIO BONITO;11;
PALMITAL;RIO BONITO;1;
MARAJO;RIO BONITO;11;
VOLQUEIROL;RIO BONITO;1;
TERRA DO SAMBE;RIO BONITO;3;
FAZENDA DA GRAMA;RIO BONITO;1;
CIAXA D´AGUA;RIO BONITO;1;
CENTRO;TOMBOS;1;
NITEROI;TOMBOS;2;
CENTRO;VARZEA DA PALMA;1;
MEIA PRAIA;ITAPEMA;1;
FLORES;SANTANA DO DESERTO;1;
CAMPO DE FUTEBOL;LAGOA DO ITAENGA;1;
JARDIM VANTER;PORTO FELIZ;1;
SILVANO;BOM JESUS DO NORTE;1;
BOM JESUS;BOM JESUS DO NORTE;1;
SILVANA;BOM JESUS DO NORTE;1;
CARRAPICHO;MONSENHOR TABOSA;1;
OLARIA;SAO SEBASTIAO;1;
ITATINGA;SAO SEBASTIAO;1;
CAMBURI;SAO SEBASTIAO;1;
ILHA DE SANTA MARIA;VITORIA;1;
JARDIM CAMBURIU;VITORIA;3;
SANTA CECILIA;VITORIA;1;
PRAIA DE CAMBURI;VITORIA;2;
JUCUTUQUARA;VITORIA;1;
BENTO FERREIRA;VITORIA;1;
ARIBIRI;VITORIA;1;
PRESIDENTE MEDICI;VITORIA;2;
REPUBLICA;VITORIA;1;
IBES;VITORIA;1;
INHOAIDA;RIO DE JANEIRO;1;
VILA DA PENHA;RIO DE JANEIRO;1032;
ALVORADA;RIO DE JANEIRO;1;
